0
CD8 TEM
B naive
CD4 TCM
CD14 Mono
CD14 Mono
CD14 Mono
CD4 Naive
CD14 Mono
CD4 Naive
CD14 Mono
CD14 Mono
CD8 Naive
CD14 Mono
NK
CD14 Mono
CD4 Naive
CD16 Mono
CD4 Naive
CD14 Mono
B intermediate
B memory
CD16 Mono
NK
CD16 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD4 TCM
cDC2
CD14 Mono
CD4 TCM
CD4 Naive
CD14 Mono
CD14 Mono
NK
NK
NK
CD8 TEM
CD14 Mono
CD14 Mono
CD8 TEM
NK
CD8 TCM
CD4 TCM
B memory
CD4 Naive
HSPC
CD14 Mono
B naive
Platelet
B intermediate
CD14 Mono
CD4 TCM
CD4 Naive
CD4 TCM
NK
CD4 Naive
CD4 TCM
CD14 Mono
CD16 Mono
CD14 Mono
NK
B naive
CD8 TEM
CD14 Mono
CD14 Mono
CD8 TCM
CD8 TEM
CD14 Mono
CD16 Mono
NK
CD14 Mono
CD14 Mono
gdT
NK_CD56bright
CD8 TEM
CD14 Mono
NK
NK
CD8 TEM
CD14 Mono
CD14 Mono
CD8 TEM
NK
CD8 Naive
CD14 Mono
CD4 CTL
CD8 TEM
CD4 Naive
B naive
CD8 TEM
B naive
CD14 Mono
CD14 Mono
CD14 Mono
B naive
CD14 Mono
CD8 Naive
B naive
CD14 Mono
CD8 TEM
CD14 Mono
NK
CD16 Mono
NK
CD4 TCM
CD4 TCM
CD14 Mono
CD16 Mono
CD8 TEM
CD14 Mono
CD14 Mono
CD8 TEM
CD4 TCM
CD14 Mono
CD14 Mono
pDC
CD8 TEM
MAIT
NK
CD4 Naive
CD14 Mono
NK
CD4 TEM
B intermediate
CD14 Mono
CD14 Mono
B naive
CD14 Mono
CD8 TEM
CD4 TCM
CD14 Mono
CD16 Mono
CD4 Naive
CD14 Mono
B naive
CD4 Naive
B memory
NK
CD14 Mono
Platelet
Treg
CD8 TEM
B naive
NK
B naive
CD14 Mono
B naive
NK
CD4 TEM
B memory
CD8 TEM
CD14 Mono
cDC2
NK
CD8 TEM
CD4 Naive
CD4 TCM
MAIT
CD4 CTL
CD14 Mono
CD14 Mono
NK
CD14 Mono
CD4 TEM
CD14 Mono
NK
Treg
CD14 Mono
CD8 Naive
CD4 TCM
CD4 Naive
NK
Treg
cDC2
CD4 TCM
CD14 Mono
CD8 TEM
CD4 Naive
CD14 Mono
CD14 Mono
CD4 Naive
Platelet
CD14 Mono
B intermediate
CD8 Naive
CD14 Mono
CD4 Naive
B memory
CD14 Mono
CD14 Mono
CD4 TCM
NK
NK
CD8 TEM
CD14 Mono
CD14 Mono
Platelet
CD4 Naive
CD14 Mono
CD4 TEM
CD4 TCM
NK
CD4 Naive
CD14 Mono
MAIT
NK
CD14 Mono
CD14 Mono
CD14 Mono
CD8 TEM
CD8 TEM
CD8 TEM
Platelet
CD16 Mono
NK
CD14 Mono
CD14 Mono
cDC2
CD14 Mono
CD4 Naive
cDC2
NK
CD4 Naive
NK
CD14 Mono
NK
CD8 TEM
CD4 Naive
B memory
NK
CD8 TEM
cDC2
CD14 Mono
MAIT
CD8 Naive
CD4 Naive
Platelet
CD16 Mono
CD14 Mono
CD4 TEM
CD14 Mono
CD14 Mono
CD4 TCM
NK
CD8 TEM
CD14 Mono
CD14 Mono
B memory
CD14 Mono
CD14 Mono
CD16 Mono
CD8 Naive
CD4 TCM
CD4 Naive
CD14 Mono
CD14 Mono
Platelet
NK
CD4 Naive
CD14 Mono
CD4 Naive
CD14 Mono
NK
CD4 CTL
B memory
CD4 Naive
NK
CD8 TEM
NK
CD4 Naive
CD14 Mono
Platelet
B naive
CD8 TEM
CD14 Mono
CD14 Mono
CD14 Mono
Platelet
NK
CD14 Mono
B naive
CD8 TEM
CD14 Mono
NK
CD14 Mono
B memory
CD14 Mono
CD14 Mono
CD14 Mono
CD4 TCM
NK
CD8 Naive
CD14 Mono
CD4 Naive
NK
cDC2
CD14 Mono
NK
cDC2
B naive
B intermediate
CD4 Naive
NK
CD14 Mono
CD14 Mono
B naive
B intermediate
CD8 TEM
CD16 Mono
CD14 Mono
CD8 TEM
CD14 Mono
CD16 Mono
gdT
CD4 TCM
NK
CD4 TCM
CD14 Mono
B naive
CD4 Naive
CD4 TEM
CD14 Mono
CD14 Mono
NK
CD4 TCM
CD4 Naive
CD8 TEM
B memory
NK
B memory
CD8 Naive
CD14 Mono
NK
CD8 TEM
CD4 TCM
NK
NK
CD8 TEM
CD14 Mono
CD14 Mono
CD14 Mono
CD4 Naive
CD14 Mono
gdT
CD14 Mono
NK
CD4 TCM
CD8 Naive
CD4 TCM
CD14 Mono
CD16 Mono
CD8 TEM
CD14 Mono
CD14 Mono
NK
CD14 Mono
CD4 Naive
CD8 Naive
CD14 Mono
CD14 Mono
B naive
CD16 Mono
NK
CD14 Mono
CD4 Naive
CD4 TEM
gdT
CD4 TEM
CD4 Naive
CD8 TEM
NK
CD14 Mono
CD4 Naive
CD8 TCM
CD14 Mono
CD8 Naive
cDC2
CD4 TEM
CD4 Naive
Platelet
CD8 TEM
CD8 TEM
CD16 Mono
gdT
CD14 Mono
CD14 Mono
CD14 Mono
B memory
NK
CD8 TEM
Platelet
B intermediate
CD14 Mono
CD4 TEM
CD8 Naive
CD4 TCM
CD8 Naive
cDC2
CD14 Mono
CD4 TCM
CD8 TEM
NK
CD8 Naive
CD8 TEM
CD8 Naive
CD14 Mono
CD4 Naive
CD14 Mono
CD8 Naive
CD4 Naive
cDC2
CD14 Mono
CD14 Mono
CD14 Mono
NK
CD14 Mono
CD8 TEM
B naive
CD4 TEM
CD8 Naive
CD14 Mono
Plasmablast
CD4 TCM
CD4 Naive
B memory
CD8 Naive
CD4 Naive
CD4 CTL
NK
gdT
CD14 Mono
CD4 Naive
CD8 TEM
CD4 Naive
CD14 Mono
CD16 Mono
CD8 Naive
CD14 Mono
CD14 Mono
CD8 Naive
CD4 Naive
CD8 TEM
CD4 Naive
CD8 TCM
CD14 Mono
gdT
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
NK
Platelet
gdT
CD14 Mono
CD14 Mono
NK
B memory
B naive
CD4 TCM
CD16 Mono
CD14 Mono
CD4 Naive
CD14 Mono
MAIT
CD14 Mono
CD8 Naive
CD14 Mono
CD14 Mono
CD4 Naive
CD14 Mono
CD4 Naive
CD14 Mono
CD14 Mono
CD14 Mono
CD8 TEM
CD4 TCM
CD4 TCM
CD14 Mono
B memory
NK
CD8 TEM
cDC2
CD14 Mono
gdT
NK
CD4 TCM
CD4 TCM
CD14 Mono
CD4 TCM
CD14 Mono
NK
cDC2
CD8 Naive
CD14 Mono
CD8 TEM
NK
B intermediate
CD4 TCM
cDC2
CD14 Mono
CD14 Mono
CD4 Naive
NK
CD4 Naive
NK
B naive
CD4 TCM
B memory
CD16 Mono
B naive
CD4 Naive
CD14 Mono
CD4 TCM
CD14 Mono
CD8 Naive
NK
B naive
